realProfileID,venue,year,title,authors
2225,VLDB,1995,Bypassing Joins in Disjunctive Queries,"Alfons Kemper, Guido Moerkotte, Klaus Peithner, Michael Steinbrunn"
2226,VLDB,1996,Applying Data Mining Techniques to a Health Insurance Information System,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros"
2227,SIGMOD Record,1999,On Views and XML,Serge Abiteboul
2228,SIGMOD Record,1998,Mining Fuzzy Association Rules in Databases,"Ada Wai-Chee Fu, Man Hon Wong, Chan Man Kuok"
2229,VLDB,2002,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,"Peter Zabback, Christof Hasse, Gerhard Weikum, Axel M�nkeberg"
2230,SIGMOD Record,1996,DeeDS Towards a Distributed and Active Real-Time Database System,"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, J�rgen Hansson"
2231,SIGMOD Conference,2001,Experiences in Mining Aviation Safety Data,"Zohreh Nazeri, Paul Ostwald, Eric Bloedorn"
2232,SIGMOD Conference,2003,Adaptive Filters for Continuous Queries over Distributed Data Streams,"Jennifer Widom, Chris Olston, Jing Jiang"
2233,SIGMOD Conference,1995,Semantic Assumptions and Query Evaluation in Temporal Databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini"
2234,SIGMOD Conference,2003,Hardware Acceleration for Spatial Selections and Joins,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi"
2235,VLDB J.,1998,Data Partitioning and Load Balancing in Parallel Disk Systems,"Gerhard Weikum, Peter Zabback, Peter Scheuermann"
2236,VLDB J.,1997,Dictionary-Based Order-Preserving String Compression,Gennady Antoshenkov
2237,SIGMOD Record,1996,"A Response to R. Camps' Article ``Domains, Relations and Religious Wars''",C. J. Date
2238,SIGMOD Record,2001,Chair's Message,M. Tamer �zsu
2239,SIGMOD Conference,1998,An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees,"Yannis Kotidis, Nick Roussopoulos"
2240,SIGMOD Record,1999,Editor's Notes,Michael J. Franklin
2241,SIGMOD Conference,2003,Capturing both Types and Constraints in Data Integration,"Juliana Freire, Rajeev Rastogi, Michael Benedikt, Wenfei Fan, Chee Yong Chan"
2242,SIGMOD Record,2001,"Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives","Reagan Moore, Bertram Lud�scher, Richard Marciano"
2243,ACM Trans. Database Syst.,1994,Tools and Transformations - Rigorous and Otherwise - for Practical Database Design,"David S. Reiner, Arnon Rosenthal"
2244,SIGMOD Record,1995,Normalization in OODB Design,Byung Suk Lee
2245,VLDB,1995,Scientific Journals: Extinction or Explosion? (Panel),"Gio Wiederhold, Abraham Silberschatz, Gerhard Rossbach, Raghu Ramakrishnan, Jaco Zijlstra, Hector Garcia-Molina"
2246,VLDB,1998,Using Schema Matching to Simplify Heterogeneous Data Translation,"Tova Milo, Sagit Zohar"
2247,VLDB,1998,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,"Ronald C. Unrau, Kaladhar Voruganti, M. Tamer �zsu"
2248,SIGMOD Conference,2003,Multi-Dimensional Clustering: A New Data Layout Scheme in DB2,"Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Matthew Huras, Leslie Cranston, Timothy Malkemus"
2249,VLDB,2002,Incorporating XSL Processing into Database Engines,Guido Moerkotte
2250,VLDB,2002,Streaming Queries over Streaming Data,"Michael J. Franklin, Sirish Chandrasekaran"
2251,VLDB,2000,E.piphany Epicenter Technology Overview,Sridhar Ramaswamy
2252,SIGMOD Conference,1997,A Unified Framework for Enforcing Multiple Access Control Policies,"V. S. Subrahmanian, Elisa Bertino, Pierangela Samarati, Sushil Jajodia"
2253,SIGMOD Conference,2003,Building Notification Services with Microsoft SQLServer,Praveen Seshadri
2254,VLDB,1999,Mining Deviants in a Time Series Database,"S. Muthukrishnan, H. V. Jagadish, Nick Koudas"
2255,VLDB,1996,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross"
2256,VLDB,2000,Hypothetical Queries in an OLAP Environment,"Thanos Papadimitriou, Andrey Balmin, Yannis Papakonstantinou"
2257,SIGMOD Record,2001,Mining Email Content for Author Identification Forensics,"George M. Mohay, M. Corney, A. Anderson, Olivier Y. de Vel"
2258,SIGMOD Conference,1999,Computing Capabilities of Mediators,"Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Hector Garcia-Molina"
2259,SIGMOD Conference,1997,The STRIP Rule System For Efficiently Maintaining Derived Data,"Hector Garcia-Molina, Jennifer Widom, Brad Adelberg"
2260,VLDB,2002,Adaptive Index Structures,"Yufei Tao, Dimitris Papadias"
2261,VLDB,2001,Functional Properties of Information Filtering,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh"
2262,SIGMOD Conference,1994,Incremental Updates of Inverted Lists for Text Document Retrieval,"Hector Garcia-Molina, Anthony Tomasic, Kurt A. Shoens"
2263,SIGMOD Conference,1995,Recovery Protocols for Shared Memory Database Systems,"Lory D. Molesky, Krithi Ramamritham"
2264,SIGMOD Conference,1996,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,"Karl Aberer, Klemens B�hm"
2265,VLDB,1999,"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",Umeshwar Dayal
2266,VLDB,1994,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,"Dennis Shasha, Theodore Johnson"
2267,SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg"
2268,VLDB,2001,Intelligent Rollups in Multidimensional OLAP Data,"Sunita Sarawagi, Gayatri Sathe"
2269,ACM Trans. Database Syst.,2000,Theory of dependence values,Rosa Meo
2270,SIGMOD Conference,1998,A Multi-Similarity Algebra,"V. S. Subrahmanian, Sibel Adali, Maria Luisa Sapino, Piero A. Bonatti"
2271,VLDB,2000,The Challenge of Process Data Warehousing,"Matthias Jarke, J�rg K�ller, Thomas List"
2272,SIGMOD Record,1999,Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,Opher Etzion
2273,SIGMOD Record,1996,Scientist's Called Upon to Take Actions,Xiaolei Qian
2274,VLDB,2000,Temporal Queries in OLAP,"Alberto O. Mendelzon, Alejandro A. Vaisman"
2275,ACM Trans. Database Syst.,1999,Temporal FDs on Complex Objects,Jef Wijsen
2276,SIGMOD Record,1995,Condition Handling in SQL Persistent Stored Modules,Jeff Richey
2277,SIGMOD Conference,2001,Materialized View Selection and Maintenance Using Multi-Query Optimization,"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan"
2278,SIGMOD Conference,1997,Wave-Indices: Indexing Evolving Databases,"Hector Garcia-Molina, Narayanan Shivakumar"
2279,VLDB,2003,Phrase Matching in XML,"Sihem Amer-Yahia, Mary F. Fernandez, Yu Xu, Divesh Srivastava"
2280,SIGMOD Conference,1998,Similarity Query Processing Using Disk Arrays,"Apostolos Papadopoulos, Yannis Manolopoulos"
2281,SIGMOD Record,2003,Interview with Jim Gray,Marianne Winslett
2282,SIGMOD Conference,1999,Selectivity Estimation in Spatial Databases,"Viswanath Poosala, Sridhar Ramaswamy, Swarup Acharya"
2283,VLDB,2002,Chip-Secured Data Access: Confidential Data on Untrusted Servers,"Philippe Pucheral, Luc Bouganim"
2284,ACM Trans. Database Syst.,2001,Editorial,Richard T. Snodgrass
2285,VLDB,1998,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Guido Moerkotte, Till Westmann"
2286,SIGMOD Conference,1996,The Garlic Project,"Manish Arya, Mary Tork Roth, Laura M. Haas, Joachim Thomas II, Michael J. Carey, Edward L. Wimmers, Peter M. Schwarz, William F. Cody, Ronald Fagin"
2287,VLDB,1995,Database De-Centralization - A Practical Approach,"C�sar A. Galindo-Legaria, Eirik Dahle, Tor Didriksen"
2288,VLDB,1997,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood"
2289,SIGMOD Record,1999,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,"Eric N. Hanson, Lloyd Noronha"
2290,VLDB,1997,Recovering Information from Summary Data,"Nikolaos Sidiropoulos, Christos Faloutsos, H. V. Jagadish"
2291,VLDB,1997,Efficient Construction of Regression Trees with Range and Region Splitting,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii"
2292,SIGMOD Record,2003,Interview with Pat Selinger,Marianne Winslett
2293,SIGMOD Conference,1999,Belief Reasoning in MLS Deductive Databases,Hasan M. Jamil
2294,VLDB,1997,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases","Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti"
2295,VLDB,1998,Experiences in Federated Databases: From IRO-DB to MIRO-Web,"Anthony Tomasic, Peter Fankhauser, J. Mu�oz, M. Lopez, Georges Gardarin"
2296,VLDB,2003,Data Stream Query Processing: A Tutorial,"Divesh Srivastava, Nick Koudas"
2297,VLDB J.,1997,Erratum: A Database Model for Object Dynamics,"Mike P. Papazoglou, Bernd J. Kr�mer"
2298,SIGMOD Conference,1995,Data Extraction and Transformation for the Data Warehouse,Cass Squire
2299,SIGMOD Conference,1998,Secure and Portable Database Extensibility,"Tobias Mayr, Thorsten von Eicken, Michael W. Godfrey, Praveen Seshadri"
2300,SIGMOD Conference,1995,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,"Yannis E. Ioannidis, Viswanath Poosala"
2301,SIGMOD Conference,2000,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen"
2302,VLDB,1994,Fast Incremental Indexing for Full-Text Information Retrieval,"W. Bruce Croft, James P. Callan, Eric W. Brown"
2303,SIGMOD Record,2003,Reminiscences on Influential Papers,"Kenneth A. Ross, Beng Chin Ooi, Frank Neven"
2304,VLDB,1994,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,"B. Sreenath, S. Seshadri"
2305,SIGMOD Record,1994,Medical Information Systems: Characterization and Challenges,"Lynn L. Peterson, Jorge C. G. Ramirez, Lon A. Smith"
2306,SIGMOD Conference,2000,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou"
2307,SIGMOD Record,1998,WebDB '98: International Workshop on the Web and Databases,"Alberto O. Mendelzon, Paolo Atzeni"
2308,SIGMOD Record,1994,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",Object Database Management Group
2309,VLDB,1997,Selectivity Estimation Without the Attribute Value Independence Assumption,"Viswanath Poosala, Yannis E. Ioannidis"
2310,VLDB,2003,The History of Histograms (abridged),Yannis E. Ioannidis
2311,SIGMOD Record,2000,Evolution and Change in Data Management - Issues and Directions,"Kathleen Hornsby, Heidi Gregersen, Lex Wedemeijer, Tomi M�nnist�, John F. Roddick, Florida Estrella, Federica Mandreoli, Marlon Dumas, Lina Al-Jadir, Enric Mayol, Leopoldo E. Bertossi, Jens Lufter"
2312,VLDB,2002,An Efficient Method for Performing Record Deletions and Updates Using Index Scans,C. Mohan
2313,SIGMOD Record,2002,A Study on the Management of Semantic Transaction for Efficient Data Retrieval,"Chih-He Li, Irene S. Y. Kwan, Shi-Ming Huang"
2314,SIGMOD Record,2003,Relational data sharing in peer-based data management systems,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan"
2315,VLDB J.,1997,A Database Model for Object Dynamics,"Mike P. Papazoglou, Bernd J. Kr�mer"
2316,VLDB,2003,The BEA/XQRL Streaming XQuery Processor,"Geetika Agrawal, Paul Lucas, Arvind Sundararajan, Fabio Riccardi, Michael J. Carey, Daniela Florescu, Donald Kossmann, Till Westmann, Chris Hillery"
2317,VLDB,1997,Describing and Using Query Capabilities of Heterogeneous Sources,"Yannis Papakonstantinou, Vasilis Vassalos"
2318,SIGMOD Record,1998,The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh"
2319,VLDB,1998,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,"Kyuseok Shim, Rajeev Rastogi"
2320,VLDB,2002,Efficient Exploration of Large Scientific Databases,"Gustavo Alonso, Etzard Stolte"
2321,VLDB J.,1996,A Predicate-based Caching Scheme for Client-Server Database Architectures,"Julie Basu, Arthur M. Keller"
2322,SIGMOD Record,2003,A Database Approach to Quality of Service Specification in Video Databases,"Mohand-Said Hacid, Elisa Bertino, Ahmed K. Elmagarmid"
2323,VLDB,1998,On Optimal Node Splitting for R-trees,"Yv�n J. Garc�a, Scott T. Leutenegger, Mario A. Lopez"
2324,VLDB,1994,An Overview of Repository Technology,"Philip A. Bernstein, Umeshwar Dayal"
2325,SIGMOD Conference,1995,Hypergraph Based Reorderings of Outer Join Queries with Complex Predicates,"Gautam Bhargava, Balakrishna R. Iyer, Piyush Goel"
2326,ACM Trans. Database Syst.,1994,Amalgamating Knowledge Bases,V. S. Subrahmanian
2327,VLDB,1998,Filtering with Approximate Predicates,"Hector Garcia-Molina, Narayanan Shivakumar, Chandra Chekuri"
2328,VLDB,1999,Semantic Compression and Pattern Extraction with Fascicles,"J. Madar, Raymond T. Ng, H. V. Jagadish"
2329,VLDB,1994,Relating Distributed Objects,"R. G. G. Cattell, Bruce E. Martin"
2330,VLDB,1999,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"M. Tamer �zsu, Kaladhar Voruganti, Ronald C. Unrau"
2331,SIGMOD Record,1996,"Integrating Temporal, Real-Time, and Active Databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley"
2332,SIGMOD Conference,1997,Efficient View Maintenance at Data Warehouses,"Tolga Yurek, Divyakant Agrawal, Amr El Abbadi, Ambuj K. Singh"
2333,ACM Trans. Database Syst.,2003,Efficient dynamic mining of constrained frequent sets,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung"
2334,SIGMOD Record,2002,"Agents, Turst, and Information Access on the Semantic Web","Timothy W. Finin, Anupam Joshi"
2335,SIGMOD Conference,1997,Template-Based Wrappers in the TSIMMIS System,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos"
2336,VLDB,1997,Geo/Environmental and Medical Data Management in the RasDaMan System,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch"
2337,SIGMOD Record,2003,Journal relevance,Richard T. Snodgrass
2338,SIGMOD Conference,2002,Holistic twig joins: optimal XML pattern matching,"Divesh Srivastava, Nick Koudas, Nicolas Bruno"
2339,SIGMOD Conference,2000,Maintenance of Automatic Summary Tables,"Richard Sidle, Wolfgang Lehner, Hamid Pirahesh, Roberta Cochrane"
2340,VLDB,1994,Challenges for Global Information Systems,"Alon Y. Levy, Divesh Srivastava, Abraham Silberschatz, Maria Zemankova"
2341,SIGMOD Record,1997,Mediator Languages - a Proposal for a Standard,"Peter Buneman, Louiqa Raschid, Jeffrey D. Ullman"
2342,VLDB,1999,XML Repository and Active Views Demonstration,"Bruno Tessier, Am�lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr�d�ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S�bastien Ailleret, Tova Milo, Cassio Souza dos Santos"
2343,SIGMOD Record,2002,Semantic B2B Integration: Issues in Ontology-based Applications,"Zhan Cui, Paul O'Brien, Dean M. Jones"
2344,VLDB J.,1995,Estimating Page Fetches for Index Scans with Finite LRU Buffers,"K. Bernhard Schiefer, Arun N. Swami"
2345,SIGMOD Conference,1994,A Language Based Multidatabase System,"Konrad Schwarz, eva K�hn, Thomas Tschernko"
2346,VLDB J.,1994,A Pattern-Based Object Calculus,"Stanley Y. W. Su, Nabil Kamel, Ping Wu"
2347,VLDB J.,1995,Title,?
2348,SIGMOD Record,1995,SQL/CLI - A New Binding Style for SQL,"Murali Venkatrao, Michael Pizzo"
2349,SIGMOD Record,1999,A Study on Data Point Search for HG-Trees,"Paul H. Lewis, Joseph Kuan"
2350,VLDB,1996,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul"
2351,VLDB,2002,ServiceGlobe: Distributing E-Services Across the Internet,"Konrad Stocker, Alfons Kemper, Stefan Seltzsam, Markus Keidl"
2352,VLDB,1998,Massive Stochastic Testing of SQL,Donald R. Slutz
2353,SIGMOD Conference,1998,Efficiently Mining Long Patterns from Databases,Roberto J. Bayardo Jr.
2354,VLDB,1998,"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method","Gerhard Weikum, Peter Muth, Patrick E. O'Neil, Achim Pick"
2355,VLDB,2003,OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences,"Shruti Kasetty, Colin Meek, Jignesh M. Patel"
2356,ACM Trans. Database Syst.,1995,Incremental Computation of Nested Relational Query Expressions,"Leo Mark, Lars B�kgaard"
2357,SIGMOD Conference,2000,Indexing the Positions of Continuously Moving Objects,"Mario A. Lopez, Simonas Saltenis, Christian S. Jensen, Scott T. Leutenegger"
2358,SIGMOD Conference,1999,Exploratory Mining via Constrained Frequent Set Queries,"Jiawei Han, Teresa Mah, Laks V. S. Lakshmanan, Raymond T. Ng"
2359,SIGMOD Conference,1995,Real World Requirements for Decision Support - Implications for RDBMS,Sanju K. Bansal
2360,SIGMOD Conference,1999,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,"Kevin Chen-Chuan Chang, Hector Garcia-Molina"
2361,SIGMOD Conference,1995,Temporal Conditions and Integrity Constraints in Active Database Systems,"Ouri Wolfson, A. Prasad Sistla"
2362,VLDB,2002,The Rubicon of Smart Data,Roger King
2363,SIGMOD Record,1999,Practical Lessons in Supporting Large-Scale Computational Science,"Terence Critchlow, Ron Musick"
2364,SIGMOD Record,2001,On Database Theory and XML,Dan Suciu
2365,VLDB J.,1997,Seeking the Truth About ad hoc Join Costs,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas"
2366,VLDB,2003,A Framework for Clustering Evolving Data Streams,"Philip S. Yu, Charu C. Aggarwal, Jiawei Han, Jianyong Wang"
2367,VLDB J.,1994,"Title, Foreword, Special Issue Editorial",?
2368,VLDB,2003,VIPAS: Virtual Link Powered Authority Search in the Web,"Ming-Syan Chen, Chi-Chun Lin"
2369,VLDB,1996,Very Large Databases in a Commercial Application Environment,Karl-Heinz Hess
2370,VLDB J.,1999,MIL Primitives for Querying a Fragmented World,"Martin L. Kersten, Peter A. Boncz"
2371,SIGMOD Conference,1995,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",Charly Kleissner
